pos	surrogate	n_donors	median_depth	fixed_difference	epsilon
8198	0.00020362465147781285	30	5042.0	False	0.000293339324945
8199	0.0002862662975537199	30	5071.5	False	0.00033633124891
8200	0.00041734729773502233	30	4991.5	False	0.0004642612912737
8201	0.0001955667190125565	30	5037.0	False	0.0001932571941549
8202	0.00026123603269272047	30	5042.0	False	0.0003049311726781
8203	0.00040073846647803663	30	4992.5	False	0.0004062830104946
8204	0.000257347184555129	30	4894.0	False	0.0002933411557641
8205	0.00030845374394558773	30	4820.0	False	0.000394960050762
8206	0.0005350015932873304	30	4729.5	False	0.0005321429099348
8207	0.0003258436157126032	30	4734.5	False	0.0004864612573051
8208	0.0004417558024661243	30	4723.5	False	0.0004879721460223
8209	0.00033664631899911045	30	4795.0	False	0.0003780669048053
8210	0.00033494058332694224	30	4746.5	False	0.0003988596537113
8211	0.00044288510585957806	30	4633.5	False	0.0005332266879957
8212	0.0003286718158854534	30	4694.5	False	0.0004434677857057
8213	0.0005723555659971743	30	4714.0	False	0.0005667029092945
8214	0.0011296073794006974	30	4618.0	False	0.0012747058113167
8215	0.00030041808934996243	30	4675.0	False	0.0003874234337739
8216	0.00022374392562771935	30	4713.0	False	0.0003452580139696
8217	0.00033141658043911546	30	4622.0	False	0.0004480165087295
8218	0.00031508507247500684	30	4655.5	False	0.0003450655624568
8219	0.0002649797140941841	30	4646.0	False	0.0003686107470511
8220	0.00030485300332945385	30	4609.5	False	0.0002707656419228
8221	0.0002773520416264433	30	4597.5	False	0.000382140822367
8222	0.00032702654058856004	30	4588.0	False	0.0003691244785246
8223	0.0002563778874383422	30	4593.5	False	0.0003559463986599
8224	0.00039098952958872	30	4546.5	False	0.0004238994510502
8225	0.00021651561346739637	30	4490.0	False	0.0002858143207265
8226	0.00024123714926448266	30	4448.0	False	0.0003097759527411
8227	0.000700445196142613	30	4345.0	False	0.0008448700085969
8228	0.0003892217428499015	30	4356.5	False	0.0004462061323596
8229	0.00035461795502912446	30	4341.5	False	0.0004015019145693
8230	0.0002666215165767361	30	4292.0	False	0.0002857035449795
8231	0.00032727875666848543	30	4231.5	False	0.0003192896565355
8232	0.00054979408206815	30	4009.0	False	0.0005847765833026
8233	0.00020140649919770003	30	4026.0	False	0.0002719891204351
8234	0.00021000948503892958	30	4014.5	False	0.0002809462268921
8235	0.00024119035787600803	30	3993.5	False	0.0003062096085351
8236	0.00022239019437836718	30	3968.5	False	0.000299316426
8237	0.00018269489922491334	30	3934.0	False	0.0002126893753476
8238	0.0002667683494788862	30	3859.0	False	0.0003655274394802
8239	0.0002847382487705867	30	3939.5	False	0.0004339922372709
8240	0.0006145187270570235	30	3902.5	False	0.0007195315601429
8241	0.00030016486116227615	30	3892.5	False	0.0003822280572012
8242	0.0003945609790268628	30	3830.5	False	0.0004396682195973
8243	0.0004740339123737393	30	3764.0	False	0.0005187439479872
8244	0.0005758989413045831	30	3684.0	False	0.0006583805617587
8245	0.000516584145028231	30	3666.0	False	0.0006434948922592
8246	0.00042653425006366184	30	3552.0	False	0.0004416473445953
8247	0.0016153560806664775	30	3406.0	False	0.0016530504992594
8248	0.0007981611594825767	30	3309.5	False	0.0006535261235397
8249	0.0005986685183574714	30	3304.0	False	0.0008839301498752
8250	0.0010489047725717085	30	3166.0	False	0.0011155574205037
8251	0.0023516952667466695	30	2982.5	False	0.0023827807390008
8252	0.0006355332315582992	30	2941.5	False	0.000807067291962
8253	0.00047274726788410046	30	2899.5	False	0.0005752339653532
8254	0.0005095782535630231	30	2838.5	False	0.0005627905406165
8255	0.0008623340889022494	30	2763.0	False	0.0012122191692257
8256	0.0	30	2670.0	False	0.0002036440302351
8257	0.00040298409397121845	30	2611.5	False	0.0005365461063824
8258	0.00030421252310695304	30	2627.5	False	0.0003753753753753
8259	0.00014338973329509606	30	2625.5	False	0.0002553936711015
8260	0.00028457653457653455	30	2588.0	False	0.0003711676935639
8261	0.00080104381060149	30	2388.5	False	0.0007437314067148
8262	0.0003753089296637456	30	2533.5	False	0.0004301565010564
8263	0.0	30	2436.0	False	0.0002500032895169
8264	0.00036616136264765924	30	2324.5	False	0.0004273916699984
8265	0.00037563395714067965	30	2263.0	False	0.000396977301405
8266	0.0005547531694252148	30	2231.5	False	0.0005767178984399
8267	0.00016556291390728477	30	2210.5	False	0.0004061679504475
8268	0.0001481042654028436	30	2210.0	False	0.0003223301539859
8269	0.00039042004899908766	30	2137.0	False	0.0004533502584096
8270	0.0003969907768355842	30	1993.0	False	0.0004664254121431
8271	0.001739244996267765	30	1694.0	False	0.0018276713206338
8272	0.0005359452276324343	30	2032.0	False	0.0007766313220167
8273	0.00032302786664158226	30	1953.0	False	0.0004273925765197
8274	0.0005406101998825853	30	1922.0	False	0.0006208053691275
8275	0.000560266091886776	30	1786.0	False	0.0004881841358236
8276	0.0004273909892873897	30	1731.5	False	0.0005054097562801
8277	0.0008187457425053854	30	1557.5	False	0.0010697387368854
8278	0.0	30	1548.0	False	0.0004156189605369
8279	0.003219604447010407	30	1456.0	False	0.0037136099383275
8280	0.0009706071473429454	30	1230.5	False	0.001242301694288
8281	0.0005725460721178902	30	1382.0	False	0.0005847406090658
8282	0.0005836151784224168	30	1296.0	False	0.0007480923644706
8283	0.0	30	1227.5	False	0.0005283736658564
8284	0.0	30	1154.5	False	0.0005098716822932
8285	0.0	30	1054.0	False	0.0004009128477147
8286	0.0009910768821161768	30	925.0	False	0.0012094909466045
8287	0.0	30	908.0	False	0.0007122760782079
8288	0.0018148880105401844	30	814.0	False	0.0019488525633377
8289	0.0007419379539686707	30	791.0	False	0.0009858692080184
8290	0.0010834236186348862	29	725.0	False	0.0014544430890494
8291	0.001075268817204301	29	653.0	False	0.0010766470135862
8292	0.0010460251046025104	29	590.0	False	0.0020142113802942
8293	0.0	29	506.0	False	0.0001861966236345
8294	0.0	29	482.0	False	0.0012738853503184
8295	0.013194444444444444	24	129.5	False	0.0145589494718812
8296	0.0	24	123.5	False	0.002119285498032
8297	0.0	24	124.0	False	0.0045703839122486
8298	0.0	21	126.0	False	0.0026936026936026
8299	0.0	22	126.0	False	0.0041827541827541
8300	0.0	22	125.5	False	0.00130081300813
8301	0.0	23	125.0	False	0.0003154574132492
8302	0.0	23	126.0	False	0.0009377930603313
8303	0.008432295692502284	20	130.0	False	0.0103950103950103
8304	0.0	18	129.0	False	0.0
8305	0.0	20	127.5	False	0.0003487966515521
8306	0.0	18	129.0	False	0.0007541478129713
8307	0.0	18	128.0	False	0.0003779289493575
8308	0.0	17	129.0	False	0.0
8309	0.0	19	128.0	False	0.0003657644476956
8310	0.0	17	127.0	False	0.0004
8311	0.0	18	125.5	False	0.0003853564547206
8312	0.0	18	125.5	False	0.0
8313	0.0	18	126.0	False	0.0011525163273146
8314	0.0	17	127.0	False	0.0008183306055646
8315	0.0	16	122.0	False	0.0
8316	0.0	16	122.5	False	0.0004488330341113
8317	0.0	17	122.0	False	0.0
8318	0.0	17	120.0	False	0.0004228329809725
8319	0.0	17	119.0	False	0.0
8320	0.0	17	124.0	False	0.0012711864406779
8321	0.0	18	123.5	False	0.0004076640847941
8322	0.0	19	128.0	False	0.0014765596160944
8323	0.0	20	133.5	False	0.001727115716753
8324	0.0	20	134.5	False	0.0010266940451745
8325	0.0	20	133.5	False	0.0006842285323297
8326	0.0	20	134.5	False	0.0013736263736263
8327	0.0	19	134.0	False	0.0
8328	0.0	20	131.5	False	0.0007142857142857
8329	0.0	19	134.0	False	0.0007448789571694
8330	0.0	20	132.5	False	0.0021111893033075
8331	0.0	21	132.0	False	0.0006754474839581
8332	0.0	21	134.0	False	0.0016739203213927
8333	0.0	21	131.0	False	0.0023450586264656
8334	0.0	19	138.0	False	0.0
8335	0.0	19	133.0	False	0.0003756574004507
8336	0.0	19	134.0	False	0.0003718854592785
8337	0.0	19	137.0	False	0.0011169024571854
8338	0.0	19	138.0	False	0.001087744742567
8339	0.0	21	134.0	False	0.0003350083752093
8340	0.0	20	137.5	False	0.0014054813773717
8341	0.0	20	134.5	False	0.0003593244699964
8342	0.0	20	133.5	False	0.0010924981791697
8343	0.0	20	134.0	False	0.0003632401017072
8344	0.0	20	135.0	False	0.0
8345	0.0	20	141.5	False	0.0006811989100817
8346	0.0	21	134.0	False	0.0
8347	0.0	21	138.0	False	0.0016441959881617
8348	0.0	21	134.0	False	0.0010060362173038
8349	0.0	23	141.0	False	0.0002985965959988
8350	0.0	19	136.0	False	0.0010976948408342
8351	0.0	24	143.0	False	0.0002785515320334
8352	0.0	24	146.5	False	0.0005421523448088
8353	0.0	24	145.5	False	0.0
8354	0.0	24	154.0	False	0.0010274852298998
8355	0.0	25	154.0	False	0.0026234199856904
8356	0.0	25	153.0	False	0.0002375296912114
8357	0.0	25	156.0	False	0.0002394636015325
8358	0.0	25	156.0	False	0.000720288115246
8359	0.0	25	158.0	False	0.0009447331128956
8360	0.0	25	155.0	False	0.0014299332697807
8361	0.0	25	160.0	False	0.0018462958689129
8362	0.0	25	152.0	False	0.0011862396204033
8363	0.0	25	154.0	False	0.0027958993476234
8364	0.005050505050505051	25	159.0	False	0.0056676490591702
8365	0.0	25	175.0	False	0.0016488046166529
8366	0.0	25	174.0	False	0.0016273393002441
8367	0.0	25	174.0	False	0.0022389578668837
8368	0.0	25	194.0	False	0.0028625954198473
8369	0.0	27	219.0	False	0.0030192277133322
8370	0.0	28	255.5	False	0.0017894012388162
8371	0.004328094797882175	30	256.5	False	0.0053143227478937
8372	0.0027293714626154307	30	285.0	False	0.0036634365398251
8373	0.013215714924380378	30	288.5	False	0.0158227848101265
8374	0.004183006535947713	30	304.0	False	0.0042391304347826
8375	0.0	30	457.0	False	0.0006931928462498
8376	0.0	30	558.5	False	0.0002900568511428
8377	0.0	30	686.5	False	0.0006605019815059
8378	0.0	30	719.5	False	0.0008972633467922
8379	0.0004633920296570899	30	777.5	False	0.0012158054711246
8380	0.0003869969040247678	30	857.0	False	0.0009385793662712
8381	0.0009266086551414363	30	889.5	False	0.0009369707016469
8382	0.0006739915098408662	30	1029.0	False	0.0007721053769418
8383	0.0006385625758713433	30	1102.5	False	0.0005848295221942
8384	0.0006279509752660265	30	1202.0	False	0.0006255269384535
8385	0.0005753757074257566	30	1276.5	False	0.0005949609395209
8386	0.0013333368877135737	30	1346.0	False	0.0012570865171308
8387	0.0006999070707505922	30	1516.5	False	0.0009088289406601
8388	0.00024073182474723158	30	1564.5	False	0.0005030181086519
8389	0.00023126734505087883	30	1672.0	False	0.000494030465212
8390	0.0006589470845005745	30	1758.0	False	0.0007479431563201
8391	0.0008300537683304258	30	1884.5	False	0.0008267195767195
8392	0.000574008015868481	30	2038.5	False	0.000823958701172
8393	0.0007536129844578855	30	2095.5	False	0.0009489218284741
8394	0.000816159899410207	30	2198.5	False	0.0009508222274179
8395	0.0009050397663098947	30	2266.0	False	0.0009458181326847
8396	0.001362965932657233	30	2295.0	False	0.0014131570812418
8397	0.001118387888332021	30	2442.0	False	0.0009685632056674
8398	0.0007809260749737811	30	2551.0	False	0.0007424495532044
8399	0.0007092869183149425	30	2635.0	False	0.0008223050237697
8400	0.0007461325947627365	30	2722.0	False	0.0007219857096621
8401	0.0009432414373880623	30	2848.0	False	0.0009165248235392
8402	0.000612647370806087	30	2993.5	False	0.0005903388772208
8403	0.0004929692073385492	30	3037.0	False	0.0005150368363302
8404	0.0009374917648298943	30	3063.0	False	0.0007868605372816
8405	0.0009999125185897997	30	3067.0	False	0.000919769503546
8406	0.0007520025511115423	30	3201.0	False	0.0007744372069338
8407	0.00046006873252254707	30	3329.0	False	0.000652967943355
8408	0.0008873703955496509	30	3492.5	False	0.0010548214128746
8409	0.0007858555466032193	30	3582.0	False	0.0010501494076202
8410	0.0007295480394677107	30	3671.5	False	0.0006900024243328
8411	0.0007732937954896273	30	3747.5	False	0.0009155999926752
8412	0.0009601150702398201	30	3765.0	False	0.0010201757981509
8413	0.0008281725122779862	30	3793.0	False	0.0010115150146759
8414	0.000638510868298921	30	3889.5	False	0.0007389877627145
8415	0.00036620125581083684	30	3909.5	False	0.0004724326783433
8416	0.0007087204256139899	30	4008.0	False	0.0007589517937697
8417	0.00040926238257029486	30	4124.0	False	0.0004320623499206
8418	0.0003891088287430604	30	4229.0	False	0.0005255838023158
8419	0.0004875451776620804	30	4264.0	False	0.0006024096385542
8420	0.0006742355204152667	30	4278.0	False	0.0007207957585174
8421	0.00104681279309772	30	4380.0	False	0.0009845749917952
8422	0.00047711902964551545	30	4386.5	False	0.0004914733278205
8423	0.0006504351366653959	30	4476.0	False	0.0006323183227566
8424	0.0004619631005440318	30	4502.5	False	0.0005450251317144
8425	0.0009480579650266794	30	4548.0	False	0.0010955861385841
8426	0.0004784325175952455	30	4622.5	False	0.0005590002721448
8427	0.0006106349920324127	30	4664.5	False	0.0005317173012069
8428	0.0007819812276383445	30	4741.0	False	0.0009122711241047
8429	0.0009296144616446147	30	4799.5	False	0.0011119925206108
8430	0.0006541305471430381	30	4861.5	False	0.0007850944216237
8431	0.000573339221645141	30	4955.5	False	0.0006805901197563
8432	0.0009785428719164746	30	4943.0	False	0.0011618394186678
8433	0.0010085891984301842	30	4953.0	False	0.0011735558742991
8434	0.0008460600608696193	30	5046.5	False	0.0008378774671775
8435	0.001149686193980097	30	5014.5	False	0.0010950459310932
8436	0.0009169580400471714	30	5217.0	False	0.0012238945888234
8437	0.0006834586282730907	30	5259.5	False	0.0007426973476017
8438	0.0006761360677478309	30	5287.0	False	0.0006878595994985
8439	0.0008865626657200785	30	5270.5	False	0.0009398435739804
8440	0.0006477085841345275	30	5285.0	False	0.0006422401335859
8441	0.0008707446718466982	30	5306.0	False	0.0008822570436717
8442	0.00038130541440603913	30	5366.0	False	0.0004437063424652
8443	0.00048033200794220623	30	5462.0	False	0.0004662497357918
8444	0.00042965627406997293	30	5617.0	False	0.0004725182192121
8445	0.0005039316349166555	30	5663.0	False	0.0004693225509485
8446	0.0002881861469775475	30	5654.0	False	0.0003970569656425
8447	0.000412060586719191	30	5636.5	False	0.0003675761666023
8448	0.0006673185921614045	30	5623.5	False	0.0006824289639762
8449	0.000502301259232737	30	5626.5	False	0.0004687480725819
8450	0.000358611716080283	30	5658.0	False	0.0004680074881198
8451	0.0003668380551285198	30	5642.5	False	0.0005076264835988
8452	0.0005438169763716993	30	5591.5	False	0.0006471464504627
8453	0.000423810913075335	30	5560.5	False	0.0004845763637144
8454	0.00047508162468664467	30	5573.5	False	0.0005278405185112
8455	0.0007406895822196034	30	5608.0	False	0.0007173862821151
8456	0.0003953894549003163	30	5594.5	False	0.00042543363843
8457	0.0006501036817927824	30	5664.5	False	0.00069227898241
8458	0.000492160333579254	30	5694.5	False	0.0005400151204233
8459	0.0005637182566145195	30	5608.0	False	0.0006615723572005
8460	0.00039308091394564114	30	5562.0	False	0.0004834258369692
8461	0.0005150009326684129	30	5596.5	False	0.0005625453665618
8462	0.0006097792338196575	30	5513.5	False	0.0006958856530548
8463	0.0007728359197763295	30	5459.5	False	0.0008437928488556
8464	0.0006116439096960684	30	5476.0	False	0.0006484403465759
8465	0.0006045089751881925	30	5446.0	False	0.000730921704658
8466	0.0009537232842190439	30	5374.5	False	0.0010072761625906
8467	0.0007947139013117673	30	5391.5	False	0.0007872161063175
8468	0.0007237222537948282	30	5366.5	False	0.000704214571118
8469	0.0009696825709974087	30	5335.5	False	0.0010718981945993
8470	0.001497780585772676	30	5234.5	False	0.0014600122411506
8471	0.000809155710542414	30	5420.5	False	0.0008410842005095
8472	0.0009195168639592147	30	5386.0	False	0.0009827068319756
8473	0.000830765770789609	30	5303.5	False	0.0010957291607966
8474	0.0012368474297881904	30	5372.0	False	0.0013045548129416
8475	0.0009174257879038828	30	5454.0	False	0.0010302428081127
8476	0.0009388494695205484	30	5464.5	False	0.0012452316738343
8477	0.0018041010951027506	30	5343.0	False	0.0019523720698874
8478	0.0007971745784056229	30	5427.5	False	0.0009030815353614
8479	0.0013525305410122166	30	5410.0	False	0.0015013530712864
8480	0.0011742404714931455	30	5580.0	False	0.0013124775260697
8481	0.0008361606043372724	30	5601.5	False	0.0008986276586881
8482	0.0009845523542006962	30	5641.5	False	0.0011407158730909
8483	0.0010013552432324995	30	5575.0	False	0.0012730021933887
8484	0.0012286489785933333	30	5577.0	False	0.0012580048043802
8485	0.0006873517593331644	30	5554.0	False	0.000943033564787
8486	0.0008084131780310254	30	5545.5	False	0.0008874078635202
8487	0.0005441723578999125	30	5574.0	False	0.0005414348022258
8488	0.0005088242810670765	30	5596.5	False	0.000647909292699
8489	0.0003513283251238515	30	5614.5	False	0.0004067934506254
8490	0.00069565236327777	30	5669.0	False	0.0008559913449764
8491	0.000460989316969709	30	5750.0	False	0.0004807269529532
8492	0.00048391808285030145	30	5747.0	False	0.000541236961778
8493	0.00036708160593505057	30	5683.0	False	0.0003980939026274
8494	0.00017972681524083394	30	5649.5	False	0.000262459363536
8495	0.0016820613166073127	30	5688.5	False	0.0018615349956722
8496	0.0030561163498282425	30	5656.0	False	0.0028936738919018
8497	0.0005104657198426547	30	5781.0	False	0.0005326496687036
8498	0.000694129110664391	30	5919.0	False	0.0006690569727745
8499	0.0004340098466395991	30	5926.0	False	0.000472964117409
8500	0.00034297493927435053	30	5930.5	False	0.0004163980993993
8501	0.0003492326760196217	30	5849.0	False	0.0003396993372984
8502	0.0006687013451347418	30	5839.0	False	0.0008720107644242
8503	0.0011373198794813538	30	5864.5	False	0.001481942786629
8504	0.000537694295203306	30	5829.5	False	0.0005966621675635
8505	0.0009467757366179214	30	5839.5	False	0.0010587030598254
8506	0.0009214356178376273	30	5825.5	False	0.0010516835652653
8507	0.00041911055442989196	30	5865.0	False	0.0004661280298321
8508	0.0003422020728151235	30	5891.5	False	0.0004016455993986
8509	0.0004614092650895332	30	6023.0	False	0.0005351358963526
8510	0.0006773035644215696	30	6055.0	False	0.0006960231259296
8511	0.0005216814429797299	30	6000.5	False	0.0005458111834437
8512	0.0005323042330671541	30	5776.5	False	0.0005486801194903
8513	0.0003846559537387632	30	6009.0	False	0.0004662084179046
8514	0.00034649458924990417	30	5911.5	False	0.0004269288240418
8515	0.0005273223314403671	30	6021.5	False	0.0005443071706799
8516	0.0009753569016844048	30	6019.5	False	0.000960576798115
8517	0.0003964917365935156	30	6077.5	False	0.0004095141927521
8518	0.00048291167115176913	30	6017.0	False	0.000499909107435
8519	0.00034658024107437187	30	5868.0	False	0.0004063483217814
8520	0.0003216358593485225	30	5808.0	False	0.0003330236797363
8521	0.0003192274146349416	30	5729.0	False	0.0003309614429918
8522	0.0003241497466325274	30	6021.0	False	0.0004000788887949
8523	0.00047266674961417125	30	6070.0	False	0.0005358039850421
8524	0.00047168700644224223	30	6209.5	False	0.0005229261848406
8525	0.0004256162263255565	30	6290.0	False	0.0004871869823638
8526	0.00019729996035707052	30	6324.5	False	0.0003118749058998
8527	0.0002698900008816443	30	6280.0	False	0.0003193781328829
8528	0.00044986062480297667	30	6112.0	False	0.0004745586880107
8529	0.00032766948933095157	30	6247.5	False	0.0003690357313419
8530	0.00020356897617917748	30	6323.0	False	0.0002752100500234
8531	0.0004286947260173351	30	6174.0	False	0.0004716722426369
8532	0.00041736166679462135	30	6385.5	False	0.000499187492698
8533	0.0004054151332631222	30	6326.5	False	0.0004483491145104
8534	0.0004703307769725482	30	6549.5	False	0.0005380961743431
8535	0.00027506740920113157	30	6585.5	False	0.0003388890600449
8536	0.0002177466915191759	30	6550.0	False	0.0002748663268005
8537	0.0004073410068770136	30	6318.5	False	0.0003998230116801
8538	0.00046663583987773547	30	6210.0	False	0.0004142368358761
8539	0.0003455358188884531	30	6424.0	False	0.0003886023967315
8540	0.0003055498887440441	30	6333.0	False	0.0003563564415415
8541	0.00034549448181576687	30	6382.5	False	0.0004892445117813
8542	0.00017392293101383815	30	6402.0	False	0.0002851063605117
8543	0.00029695730534371476	30	6154.5	False	0.000338944134353
8544	0.0005350035940410857	30	6266.5	False	0.000560795034807
8545	0.00045193368800456734	30	5942.0	False	0.0005367929165936
8546	0.00046884799534976213	30	6195.0	False	0.000558577417203
8547	0.00020778149436605553	30	6420.0	False	0.0003254285684292
8548	0.00024328626557765714	30	6284.0	False	0.0003144553526696
8549	0.0003330927458208944	30	6196.5	False	0.0003794469831254
8550	0.0004928773514067513	30	6137.0	False	0.0004653327128897
8551	0.00036692141984365125	30	6250.5	False	0.0003925976519433
8552	0.00021227108987054738	30	6011.5	False	0.0002672724842977
8553	0.0004836591776916761	30	6077.5	False	0.0005746300818847
8554	0.00029441924082174343	30	6061.0	False	0.000345554056916
8555	0.00032660102782595236	30	6088.0	False	0.0004261418665013
8556	0.0003738604007984433	30	5580.5	False	0.0003473261871968
8557	0.001200894260343813	30	5637.0	False	0.0013162797966077
8558	0.00046618255832860014	30	6116.0	False	0.0005435498748188
8559	0.0003147739334670532	30	6159.0	False	0.0003883601356525
8560	0.0007012305250030429	30	6130.0	False	0.00078633644202
8561	0.0007069203309169512	30	6178.5	False	0.0007670255185582
8562	0.000594809220679217	30	6169.0	False	0.0006611096725854
8563	0.001099465234953391	30	5750.5	False	0.0010707588189707
8564	0.0006663575736477806	30	6121.5	False	0.0007613843759447
8565	0.0004580892647229302	30	6319.5	False	0.0004592732675942
8566	0.0004741241248341783	30	5889.0	False	0.0005350579258363
8567	0.0009309127932560809	30	5576.5	False	0.0010642576493518
8568	0.00041987678051729426	30	6455.5	False	0.0004453303927389
8569	0.00046022226989724543	30	6459.5	False	0.0004466564573762
8570	0.0012099098827063602	30	6254.0	False	0.0010509458512661
8571	0.0007399537816291464	30	6294.0	False	0.0007112610824401
8572	0.00026620400784491236	30	6533.5	False	0.0003226881509968
8573	0.00043911039951092916	30	6113.0	False	0.0005438671819092
8574	0.00044460967835914023	30	6428.5	False	0.0005366447894474
8575	0.0003718134541031484	30	6196.5	False	0.0004260065806806
8576	0.0006529841467868007	30	5692.5	False	0.00059765937075
8577	0.0018481104483398375	30	4895.5	False	0.0037274098979612
8578	0.0005921603378331414	30	6624.0	False	0.0006205664813375
8579	0.0005872532660908557	30	6719.5	False	0.0005832575428051
8580	0.0008993848898254954	30	6877.5	False	0.0012120683218671
8581	0.001620238733292952	30	6899.0	False	0.0017103928105522
8582	0.0004895573536139158	30	6993.0	False	0.0006220363556325
8583	0.0005217845385154039	30	7058.5	False	0.0005537386826698
8584	0.0006281074999723866	30	7003.5	False	0.0008252202574878
8585	0.0004418028850530616	30	6977.5	False	0.0004631442240663
8586	0.00037187213901142095	30	6922.0	False	0.0004521730764605
8587	0.0002770625348210387	30	6986.5	False	0.0004247155837214
8588	0.0003187293286850809	30	6878.0	False	0.0003775374875364
8589	0.00034130596531831245	30	6924.0	False	0.0003744077876819
8590	0.0002869813586498081	30	6988.0	False	0.0004106227141206
8591	0.000434621830226831	30	6964.5	False	0.0004826785313191
8592	0.00040987693839239064	30	6969.5	False	0.0004754523929518
8593	0.0004611261078736632	30	6895.0	False	0.0005378306217706
8594	0.00027573608887633474	30	6899.5	False	0.0003309971649373
8595	0.00036735522543046714	30	6874.0	False	0.0003124834744316
8596	0.0003233407426481604	30	6931.0	False	0.0004165369975821
8597	0.000349707150246544	30	6950.5	False	0.0004036240692903
8598	0.00043166168257873075	30	6950.0	False	0.0004384042086804
8599	0.0004883275984812529	30	6990.0	False	0.0005599608976457
8600	0.0004812292237256833	30	6873.5	False	0.0004864445718083
8601	0.0007223895140123631	30	6859.0	False	0.0007908705398297
8602	0.0004788589531304712	30	6906.0	False	0.0004948806280659
8603	0.0004987417977462417	30	6930.0	False	0.0005292914711897
8604	0.0006917630419715735	30	6870.0	False	0.0007436425849599
8605	0.0004676061400709237	30	6949.0	False	0.0005741187277528
8606	0.0004822373114395153	30	7054.0	False	0.0005068255667446
8607	0.0005696033684448857	30	6925.0	False	0.0006026187399965
8608	0.00040687541338459344	30	6820.0	False	0.000499708503373
8609	0.00044304480181920876	30	6809.0	False	0.0004531059923267
8610	0.0004235125463815543	30	6670.0	False	0.0005523141964832
8611	0.00039531556521847785	30	6795.0	False	0.0004355788744245
8612	0.000424638575998427	30	6826.0	False	0.000463517704897
8613	0.0005787736928981591	30	6889.0	False	0.0006063777244208
8614	0.00030134310498486903	30	6957.0	False	0.0003596772625644
8615	0.00041872291483395946	30	7026.5	False	0.0003573895111008
8616	0.00041549344820036404	30	6954.5	False	0.0004093642062172
8617	0.0005082585649877451	30	6934.5	False	0.0004604074115797
8618	0.0007117868937314286	30	7003.5	False	0.0011216539849031
8619	0.0005411792576038156	30	7137.5	False	0.0015385423983104
8620	0.0008023217794974077	30	7276.0	False	0.0009268538252715
8621	0.0005408256720628503	30	7425.5	False	0.0006403582320584
8622	0.0007451590688343467	30	7441.0	False	0.0007331747842862
8623	0.0016316097486319412	30	7139.5	False	0.0017850559770271
8624	0.0005801778340827682	30	7412.0	False	0.0006566504353777
8625	0.00035919257442801946	30	7447.0	False	0.0004016527780983
8626	0.0007175837418557647	30	7379.5	False	0.0007870825318908
8627	0.00039659516367794334	30	7613.0	False	0.0005062970698057
8628	0.0003998825302606732	30	7805.5	False	0.000488029956166
8629	0.0005544213312518642	30	7865.0	False	0.0005775784911533
8630	0.0003878282518860218	30	7864.5	False	0.0004662394271412
8631	0.00029259398603408913	30	7860.0	False	0.000317576538151
8632	0.000492481706566847	30	7786.0	False	0.0004945884890098
8633	0.0004661281855489753	30	7795.0	False	0.0004743026408813
8634	0.0003626367720678574	30	7702.5	False	0.0004246572248198
8635	0.0003579088821564857	30	7912.5	False	0.0003803357568681
8636	0.00035918977236511446	30	7707.5	False	0.0005074440225812
8637	0.0004594603601689596	30	7824.5	False	0.0004766058469645
8638	0.0003768880745175738	30	7750.5	False	0.0005157390903086
8639	0.0006486527415253435	30	7673.0	False	0.0022693862550532
8640	0.0004710442668600111	30	7820.5	False	0.000516939895623
8641	0.0003675419164496209	30	7822.5	False	0.0004268550220616
8642	0.0004516359069255835	30	7724.0	False	0.0006012736068217
8643	0.0004275165765704067	30	7851.0	False	0.0005168849069607
8644	0.00042621563565482324	30	7840.5	False	0.0004502455885028
8645	0.00046560163987155575	30	7734.5	False	0.000548483671184
8646	0.0005335191096844742	30	7836.5	False	0.0005779850897908
8647	0.0005049527274059945	30	7922.5	False	0.0005503552498026
8648	0.0006691104290390928	30	7975.0	False	0.0007001449659128
8649	0.0005243322306397389	30	7844.5	False	0.0005513683961103
8650	0.0005719019038454032	30	8035.5	False	0.000742397097983
8651	0.0005312454180179677	30	7896.0	False	0.0005732935488676
8652	0.00043980272700899336	30	8001.0	False	0.000524679967452
8653	0.0004778697468216197	30	7968.0	False	0.0004822526557385
8654	0.0006243889897532474	30	7836.5	False	0.0008528049571556
8655	0.0007553337947240421	30	8015.0	False	0.0006893126134071
8656	0.0007852437172824062	30	7571.5	False	0.0007426852509248
8657	0.0007534750057072593	30	8040.5	False	0.0006738036660238
8658	0.0005767897952694783	30	7926.0	False	0.0006455141251042
8659	0.0011452619428215538	30	7474.5	False	0.0012767420933859
8660	0.0007099967513180035	30	7929.5	False	0.0007530761817244
8661	0.0005663897673780873	30	8042.0	False	0.0007130456349206
8662	0.0005876706695823991	30	8171.0	False	0.0006532503560214
8663	0.0005306064329267343	30	8193.0	False	0.0005559102378687
8664	0.0005073244709658427	30	8138.0	False	0.0005315996792972
8665	0.000710058535754864	30	8179.0	False	0.000786533849046
8666	0.00032683551614384705	30	8152.5	False	0.0003596514414223
8667	0.00035306138949745577	30	8069.5	False	0.0003888568482497
8668	0.0009974807464945914	30	8029.5	False	0.0076138027491859
8669	0.00034969384295217853	30	8172.5	False	0.0004073669089427
8670	0.000594041415128624	30	8096.5	False	0.000609026550966
8671	0.00048954330009393	30	8198.5	False	0.0005445829009545
8672	0.00026011628998872174	30	8000.5	False	0.0002674722990778
