region	pos	depth_indel_reads	depth_clean_reads	alt_from_indel_reads	alt_from_clean_reads	run_accession	tissue
rnr2_control	2008	18	7001	0	2	SRR27179207	skeletal_muscle
rnr2_control	2009	18	7535	0	0	SRR27179207	skeletal_muscle
rnr2_control	2010	17	7504	0	3	SRR27179207	skeletal_muscle
rnr2_control	2011	18	7609	0	6	SRR27179207	skeletal_muscle
rnr2_control	2012	16	7544	0	1	SRR27179207	skeletal_muscle
rnr2_control	2013	17	7530	0	0	SRR27179207	skeletal_muscle
rnr2_control	2014	18	7569	0	3	SRR27179207	skeletal_muscle
rnr2_control	2015	17	7584	0	2	SRR27179207	skeletal_muscle
co1_control	6000	11	6758	0	0	SRR27179207	skeletal_muscle
co1_control	6001	11	6674	0	1	SRR27179207	skeletal_muscle
co1_control	6002	11	6605	0	3	SRR27179207	skeletal_muscle
co1_control	6003	11	6641	0	0	SRR27179207	skeletal_muscle
co1_control	6004	11	6374	0	3	SRR27179207	skeletal_muscle
co1_control	6005	11	6380	0	4	SRR27179207	skeletal_muscle
co1_control	6006	10	5853	0	3	SRR27179207	skeletal_muscle
co1_control	6007	12	6446	0	0	SRR27179207	skeletal_muscle
co1_control	6008	11	6642	0	1	SRR27179207	skeletal_muscle
co1_control	6009	12	6341	0	3	SRR27179207	skeletal_muscle
co1_control	6010	11	5310	0	0	SRR27179207	skeletal_muscle
co1_control	6011	18	3661	0	0	SRR27179207	skeletal_muscle
co1_control	6012	15	5938	0	0	SRR27179207	skeletal_muscle
co1_control	6013	14	6733	0	1	SRR27179207	skeletal_muscle
co1_control	6014	17	7288	0	1	SRR27179207	skeletal_muscle
co1_control	6015	19	7563	0	2	SRR27179207	skeletal_muscle
poly_c_hvs2	303	540	422	0	0	SRR27179235	skeletal_muscle
poly_c_hvs2	304	553	414	0	0	SRR27179235	skeletal_muscle
poly_c_hvs2	305	561	400	0	0	SRR27179235	skeletal_muscle
poly_c_hvs2	306	564	404	0	1	SRR27179235	skeletal_muscle
poly_c_hvs2	307	562	387	0	0	SRR27179235	skeletal_muscle
poly_c_hvs2	308	560	374	0	0	SRR27179235	skeletal_muscle
poly_c_hvs2	309	558	347	3	31	SRR27179235	skeletal_muscle
poly_c_hvs2	310	596	240	24	6	SRR27179235	skeletal_muscle
poly_c_hvs2	311	592	222	0	140	SRR27179235	skeletal_muscle
poly_c_hvs2	312	595	265	2	2	SRR27179235	skeletal_muscle
poly_c_hvs2	313	597	286	0	0	SRR27179235	skeletal_muscle
poly_c_hvs2	314	586	296	0	1	SRR27179235	skeletal_muscle
poly_c_hvs2	315	592	284	0	0	SRR27179235	skeletal_muscle
poly_c_hvs1	16180	3	5199	0	0	SRR27179235	skeletal_muscle
poly_c_hvs1	16181	5	5127	0	3	SRR27179235	skeletal_muscle
poly_c_hvs1	16182	5	5013	0	0	SRR27179235	skeletal_muscle
poly_c_hvs1	16183	3	4922	0	2	SRR27179235	skeletal_muscle
poly_c_hvs1	16184	5	5224	0	3	SRR27179235	skeletal_muscle
poly_c_hvs1	16185	5	5083	0	1	SRR27179235	skeletal_muscle
poly_c_hvs1	16186	5	5007	0	0	SRR27179235	skeletal_muscle
poly_c_hvs1	16187	5	4957	0	1	SRR27179235	skeletal_muscle
poly_c_hvs1	16188	5	4708	0	0	SRR27179235	skeletal_muscle
poly_c_hvs1	16189	4	4383	0	6	SRR27179235	skeletal_muscle
poly_c_hvs1	16190	5	4441	0	1	SRR27179235	skeletal_muscle
poly_c_hvs1	16191	5	4402	0	0	SRR27179235	skeletal_muscle
poly_c_hvs1	16192	5	4317	0	26	SRR27179235	skeletal_muscle
poly_c_hvs1	16193	5	4429	0	1	SRR27179235	skeletal_muscle
poly_c_hvs1	16194	5	4326	0	0	SRR27179235	skeletal_muscle
poly_c_hvs1	16195	5	4404	0	0	SRR27179235	skeletal_muscle
rnr2_control	2000	23	7808	0	0	SRR27179235	skeletal_muscle
rnr2_control	2001	20	6629	0	0	SRR27179235	skeletal_muscle
rnr2_control	2002	15	5982	0	0	SRR27179235	skeletal_muscle
rnr2_control	2003	14	4119	0	0	SRR27179235	skeletal_muscle
rnr2_control	2004	12	3216	0	0	SRR27179235	skeletal_muscle
rnr2_control	2005	7	2906	0	0	SRR27179235	skeletal_muscle
rnr2_control	2006	6	3852	0	0	SRR27179235	skeletal_muscle
rnr2_control	2007	8	4331	0	2	SRR27179235	skeletal_muscle
rnr2_control	2008	15	6668	0	0	SRR27179235	skeletal_muscle
rnr2_control	2009	14	7574	0	3	SRR27179235	skeletal_muscle
rnr2_control	2010	15	7616	0	0	SRR27179235	skeletal_muscle
rnr2_control	2011	15	7668	0	0	SRR27179235	skeletal_muscle
rnr2_control	2012	15	7594	0	1	SRR27179235	skeletal_muscle
rnr2_control	2013	15	7516	0	2	SRR27179235	skeletal_muscle
rnr2_control	2014	15	7615	0	1	SRR27179235	skeletal_muscle
rnr2_control	2015	15	7664	0	6	SRR27179235	skeletal_muscle
co1_control	6000	9	6963	0	0	SRR27179235	skeletal_muscle
co1_control	6001	7	6875	0	0	SRR27179235	skeletal_muscle
co1_control	6002	7	6802	0	0	SRR27179235	skeletal_muscle
co1_control	6003	7	6833	0	0	SRR27179235	skeletal_muscle
co1_control	6004	7	6706	0	1	SRR27179235	skeletal_muscle
co1_control	6005	7	6683	0	0	SRR27179235	skeletal_muscle
co1_control	6006	7	5842	0	1	SRR27179235	skeletal_muscle
co1_control	6007	7	6581	0	1	SRR27179235	skeletal_muscle
co1_control	6008	9	6926	0	0	SRR27179235	skeletal_muscle
co1_control	6009	9	6706	0	0	SRR27179235	skeletal_muscle
co1_control	6010	9	5461	0	5	SRR27179235	skeletal_muscle
co1_control	6011	11	4547	0	0	SRR27179235	skeletal_muscle
co1_control	6012	10	6563	0	0	SRR27179235	skeletal_muscle
co1_control	6013	10	7465	0	1	SRR27179235	skeletal_muscle
co1_control	6014	10	7676	0	2	SRR27179235	skeletal_muscle
co1_control	6015	10	7688	0	0	SRR27179235	skeletal_muscle
poly_c_hvs2	303	1400	751	0	0	SRR27179099	skeletal_muscle
poly_c_hvs2	304	1391	800	0	2	SRR27179099	skeletal_muscle
poly_c_hvs2	305	1394	822	0	4	SRR27179099	skeletal_muscle
poly_c_hvs2	306	1387	838	0	1	SRR27179099	skeletal_muscle
poly_c_hvs2	307	1392	850	0	0	SRR27179099	skeletal_muscle
poly_c_hvs2	308	1389	837	0	0	SRR27179099	skeletal_muscle
poly_c_hvs2	309	1380	808	4	100	SRR27179099	skeletal_muscle
poly_c_hvs2	310	1485	509	422	68	SRR27179099	skeletal_muscle
poly_c_hvs2	311	1468	536	1	170	SRR27179099	skeletal_muscle
poly_c_hvs2	312	1451	679	0	16	SRR27179099	skeletal_muscle
poly_c_hvs2	313	1451	754	0	2	SRR27179099	skeletal_muscle
poly_c_hvs2	314	1447	810	0	0	SRR27179099	skeletal_muscle
poly_c_hvs2	315	1452	819	0	1	SRR27179099	skeletal_muscle
poly_c_hvs1	16180	2377	3803	1	2	SRR27179099	skeletal_muscle
poly_c_hvs1	16181	2336	3498	2	3	SRR27179099	skeletal_muscle
poly_c_hvs1	16182	2134	3231	51	23	SRR27179099	skeletal_muscle
poly_c_hvs1	16183	2411	3313	572	45	SRR27179099	skeletal_muscle
poly_c_hvs1	16184	2446	4083	0	29	SRR27179099	skeletal_muscle
poly_c_hvs1	16185	2458	4079	0	1	SRR27179099	skeletal_muscle
poly_c_hvs1	16186	2462	4037	0	2	SRR27179099	skeletal_muscle
poly_c_hvs1	16187	2476	3800	1	2	SRR27179099	skeletal_muscle
poly_c_hvs1	16188	2486	3410	1	5	SRR27179099	skeletal_muscle
poly_c_hvs1	16189	2509	2891	0	15	SRR27179099	skeletal_muscle
poly_c_hvs1	16190	2502	2996	0	5	SRR27179099	skeletal_muscle
poly_c_hvs1	16191	2493	3102	0	3	SRR27179099	skeletal_muscle
poly_c_hvs1	16192	2493	3234	0	1	SRR27179099	skeletal_muscle
poly_c_hvs1	16193	2503	3554	4	8	SRR27179099	skeletal_muscle
poly_c_hvs1	16194	2229	3110	14	6	SRR27179099	skeletal_muscle
poly_c_hvs1	16195	2458	3536	0	0	SRR27179099	skeletal_muscle
rnr2_control	2000	22	7867	0	1	SRR27179099	skeletal_muscle
rnr2_control	2001	18	6916	0	2	SRR27179099	skeletal_muscle
rnr2_control	2002	16	6123	0	0	SRR27179099	skeletal_muscle
rnr2_control	2003	11	3349	0	0	SRR27179099	skeletal_muscle
rnr2_control	2004	9	2949	0	1	SRR27179099	skeletal_muscle
rnr2_control	2005	5	3228	0	0	SRR27179099	skeletal_muscle
rnr2_control	2006	4	4747	0	0	SRR27179099	skeletal_muscle
rnr2_control	2007	8	5506	0	3	SRR27179099	skeletal_muscle
rnr2_control	2008	10	7525	0	0	SRR27179099	skeletal_muscle
rnr2_control	2009	10	7788	0	2	SRR27179099	skeletal_muscle
rnr2_control	2010	9	7780	0	0	SRR27179099	skeletal_muscle
rnr2_control	2011	10	7810	0	0	SRR27179099	skeletal_muscle
rnr2_control	2012	10	7775	0	1	SRR27179099	skeletal_muscle
rnr2_control	2013	10	7734	0	0	SRR27179099	skeletal_muscle
rnr2_control	2014	10	7737	0	0	SRR27179099	skeletal_muscle
rnr2_control	2015	10	7779	0	3	SRR27179099	skeletal_muscle
co1_control	6000	4	6683	0	0	SRR27179099	skeletal_muscle
co1_control	6001	4	6594	0	3	SRR27179099	skeletal_muscle
co1_control	6002	4	6510	0	0	SRR27179099	skeletal_muscle
co1_control	6003	4	6539	0	0	SRR27179099	skeletal_muscle
co1_control	6004	4	6515	0	1	SRR27179099	skeletal_muscle
co1_control	6005	4	6440	0	0	SRR27179099	skeletal_muscle
co1_control	6006	4	6438	0	0	SRR27179099	skeletal_muscle
co1_control	6007	4	6510	0	0	SRR27179099	skeletal_muscle
co1_control	6008	4	6638	0	0	SRR27179099	skeletal_muscle
co1_control	6009	4	6496	0	0	SRR27179099	skeletal_muscle
co1_control	6010	4	5696	0	0	SRR27179099	skeletal_muscle
co1_control	6011	6	5278	0	1	SRR27179099	skeletal_muscle
co1_control	6012	8	7301	0	0	SRR27179099	skeletal_muscle
co1_control	6013	6	7369	0	2	SRR27179099	skeletal_muscle
co1_control	6014	7	7445	0	1	SRR27179099	skeletal_muscle
co1_control	6015	7	7439	0	3	SRR27179099	skeletal_muscle
poly_c_hvs2	303	1862	846	0	6	SRR27179078	skeletal_muscle
poly_c_hvs2	304	1854	859	0	1	SRR27179078	skeletal_muscle
poly_c_hvs2	305	1834	879	0	1	SRR27179078	skeletal_muscle
poly_c_hvs2	306	1844	892	0	2	SRR27179078	skeletal_muscle
poly_c_hvs2	307	1823	875	0	0	SRR27179078	skeletal_muscle
poly_c_hvs2	308	1825	840	0	0	SRR27179078	skeletal_muscle
poly_c_hvs2	309	1844	783	2	41	SRR27179078	skeletal_muscle
poly_c_hvs2	310	1999	509	40	69	SRR27179078	skeletal_muscle
poly_c_hvs2	311	1907	679	0	13	SRR27179078	skeletal_muscle
poly_c_hvs2	312	1894	801	0	1	SRR27179078	skeletal_muscle
poly_c_hvs2	313	1903	856	0	0	SRR27179078	skeletal_muscle
poly_c_hvs2	314	1907	854	0	1	SRR27179078	skeletal_muscle
poly_c_hvs2	315	1898	851	0	1	SRR27179078	skeletal_muscle
poly_c_hvs1	16180	19	6817	0	0	SRR27179078	skeletal_muscle
poly_c_hvs1	16181	19	6754	0	1	SRR27179078	skeletal_muscle
poly_c_hvs1	16182	20	6551	0	4	SRR27179078	skeletal_muscle
poly_c_hvs1	16183	16	6506	0	1	SRR27179078	skeletal_muscle
poly_c_hvs1	16184	19	6931	0	2	SRR27179078	skeletal_muscle
poly_c_hvs1	16185	20	6697	0	1	SRR27179078	skeletal_muscle
poly_c_hvs1	16186	18	6682	0	0	SRR27179078	skeletal_muscle
poly_c_hvs1	16187	18	6629	0	2	SRR27179078	skeletal_muscle
poly_c_hvs1	16188	15	6257	0	4	SRR27179078	skeletal_muscle
poly_c_hvs1	16189	16	5989	0	7	SRR27179078	skeletal_muscle
poly_c_hvs1	16190	16	6063	0	8	SRR27179078	skeletal_muscle
poly_c_hvs1	16191	16	6037	0	2	SRR27179078	skeletal_muscle
poly_c_hvs1	16192	16	6083	0	2	SRR27179078	skeletal_muscle
poly_c_hvs1	16193	16	6260	0	2	SRR27179078	skeletal_muscle
poly_c_hvs1	16194	15	6013	0	0	SRR27179078	skeletal_muscle
poly_c_hvs1	16195	16	6086	0	0	SRR27179078	skeletal_muscle
rnr2_control	2000	49	7758	0	4	SRR27179078	skeletal_muscle
rnr2_control	2001	40	6680	0	3	SRR27179078	skeletal_muscle
rnr2_control	2002	38	6788	0	12	SRR27179078	skeletal_muscle
rnr2_control	2003	32	5285	0	0	SRR27179078	skeletal_muscle
rnr2_control	2004	35	3970	0	1	SRR27179078	skeletal_muscle
rnr2_control	2005	25	2964	0	0	SRR27179078	skeletal_muscle
rnr2_control	2006	18	4347	0	0	SRR27179078	skeletal_muscle
rnr2_control	2007	18	4764	0	1	SRR27179078	skeletal_muscle
rnr2_control	2008	18	6300	0	0	SRR27179078	skeletal_muscle
rnr2_control	2009	18	7413	0	2	SRR27179078	skeletal_muscle
rnr2_control	2010	17	7446	0	0	SRR27179078	skeletal_muscle
rnr2_control	2011	17	7501	0	2	SRR27179078	skeletal_muscle
rnr2_control	2012	18	7446	0	1	SRR27179078	skeletal_muscle
rnr2_control	2013	17	7433	0	0	SRR27179078	skeletal_muscle
rnr2_control	2014	18	7502	0	4	SRR27179078	skeletal_muscle
rnr2_control	2015	18	7521	0	0	SRR27179078	skeletal_muscle
co1_control	6000	10	6330	0	2	SRR27179078	skeletal_muscle
co1_control	6001	10	6211	0	2	SRR27179078	skeletal_muscle
co1_control	6002	10	6128	0	3	SRR27179078	skeletal_muscle
co1_control	6003	9	6168	0	0	SRR27179078	skeletal_muscle
co1_control	6004	8	6052	0	1	SRR27179078	skeletal_muscle
co1_control	6005	8	5957	0	2	SRR27179078	skeletal_muscle
co1_control	6006	8	5651	0	3	SRR27179078	skeletal_muscle
co1_control	6007	8	6066	0	0	SRR27179078	skeletal_muscle
co1_control	6008	8	6374	0	0	SRR27179078	skeletal_muscle
co1_control	6009	7	6091	0	0	SRR27179078	skeletal_muscle
co1_control	6010	6	5691	0	0	SRR27179078	skeletal_muscle
co1_control	6011	10	3796	0	1	SRR27179078	skeletal_muscle
co1_control	6012	12	6042	0	0	SRR27179078	skeletal_muscle
co1_control	6013	11	6848	0	1	SRR27179078	skeletal_muscle
co1_control	6014	11	7559	0	1	SRR27179078	skeletal_muscle
co1_control	6015	11	7639	0	3	SRR27179078	skeletal_muscle
poly_c_hvs2	303	131	4400	0	5	SRR27179124	skeletal_muscle
poly_c_hvs2	304	134	4350	0	5	SRR27179124	skeletal_muscle
poly_c_hvs2	305	130	4401	0	0	SRR27179124	skeletal_muscle
poly_c_hvs2	306	130	4371	0	4	SRR27179124	skeletal_muscle
poly_c_hvs2	307	133	4336	0	2	SRR27179124	skeletal_muscle
poly_c_hvs2	308	133	4230	0	2	SRR27179124	skeletal_muscle
poly_c_hvs2	309	129	4199	0	2	SRR27179124	skeletal_muscle
poly_c_hvs2	310	122	3846	2	37	SRR27179124	skeletal_muscle
poly_c_hvs2	311	133	4080	0	15	SRR27179124	skeletal_muscle
poly_c_hvs2	312	125	4180	0	5	SRR27179124	skeletal_muscle
poly_c_hvs2	313	130	4249	0	1	SRR27179124	skeletal_muscle
poly_c_hvs2	314	130	4226	0	4	SRR27179124	skeletal_muscle
poly_c_hvs2	315	131	4208	0	1	SRR27179124	skeletal_muscle
poly_c_hvs1	16180	30	6613	0	2	SRR27179124	skeletal_muscle
poly_c_hvs1	16181	30	6562	0	0	SRR27179124	skeletal_muscle
poly_c_hvs1	16182	26	6459	0	1	SRR27179124	skeletal_muscle
poly_c_hvs1	16183	28	6356	0	1	SRR27179124	skeletal_muscle
poly_c_hvs1	16184	30	6630	0	3	SRR27179124	skeletal_muscle
poly_c_hvs1	16185	31	6430	0	1	SRR27179124	skeletal_muscle
poly_c_hvs1	16186	29	6427	0	1	SRR27179124	skeletal_muscle
poly_c_hvs1	16187	30	6390	0	8	SRR27179124	skeletal_muscle
poly_c_hvs1	16188	26	6112	1	5	SRR27179124	skeletal_muscle
poly_c_hvs1	16189	26	5955	0	6	SRR27179124	skeletal_muscle
poly_c_hvs1	16190	25	6004	0	3	SRR27179124	skeletal_muscle
poly_c_hvs1	16191	25	6022	0	3	SRR27179124	skeletal_muscle
poly_c_hvs1	16192	25	6066	0	7	SRR27179124	skeletal_muscle
poly_c_hvs1	16193	25	6222	0	4	SRR27179124	skeletal_muscle
poly_c_hvs1	16194	24	6026	0	0	SRR27179124	skeletal_muscle
poly_c_hvs1	16195	25	6085	0	1	SRR27179124	skeletal_muscle
rnr2_control	2000	45	7795	0	4	SRR27179124	skeletal_muscle
rnr2_control	2001	32	6405	0	1	SRR27179124	skeletal_muscle
rnr2_control	2002	22	6533	0	0	SRR27179124	skeletal_muscle
rnr2_control	2003	22	4239	0	0	SRR27179124	skeletal_muscle
rnr2_control	2004	22	3225	0	0	SRR27179124	skeletal_muscle
rnr2_control	2005	16	3620	0	1	SRR27179124	skeletal_muscle
rnr2_control	2006	14	6028	0	1	SRR27179124	skeletal_muscle
rnr2_control	2007	15	6643	0	1	SRR27179124	skeletal_muscle
rnr2_control	2008	20	7348	0	1	SRR27179124	skeletal_muscle
rnr2_control	2009	20	7496	0	3	SRR27179124	skeletal_muscle
rnr2_control	2010	19	7441	0	3	SRR27179124	skeletal_muscle
rnr2_control	2011	19	7496	0	1	SRR27179124	skeletal_muscle
rnr2_control	2012	20	7456	0	2	SRR27179124	skeletal_muscle
rnr2_control	2013	19	7415	0	0	SRR27179124	skeletal_muscle
rnr2_control	2014	21	7428	0	3	SRR27179124	skeletal_muscle
rnr2_control	2015	19	7442	0	3	SRR27179124	skeletal_muscle
co1_control	6000	19	6262	0	0	SRR27179124	skeletal_muscle
co1_control	6001	18	6182	0	2	SRR27179124	skeletal_muscle
co1_control	6002	18	6127	0	3	SRR27179124	skeletal_muscle
co1_control	6003	18	6153	0	0	SRR27179124	skeletal_muscle
co1_control	6004	14	5895	0	4	SRR27179124	skeletal_muscle
co1_control	6005	15	5953	0	3	SRR27179124	skeletal_muscle
co1_control	6006	15	5845	0	0	SRR27179124	skeletal_muscle
co1_control	6007	15	5978	0	2	SRR27179124	skeletal_muscle
co1_control	6008	16	6203	0	1	SRR27179124	skeletal_muscle
co1_control	6009	15	5987	0	0	SRR27179124	skeletal_muscle
co1_control	6010	14	5621	0	0	SRR27179124	skeletal_muscle
co1_control	6011	17	2878	0	0	SRR27179124	skeletal_muscle
co1_control	6012	20	5555	0	0	SRR27179124	skeletal_muscle
co1_control	6013	15	6113	0	2	SRR27179124	skeletal_muscle
co1_control	6014	14	6554	0	1	SRR27179124	skeletal_muscle
co1_control	6015	20	7492	0	3	SRR27179124	skeletal_muscle
poly_c_hvs2	303	2120	1160	3	13	SRR27179092	skeletal_muscle
poly_c_hvs2	304	2082	1171	1	4	SRR27179092	skeletal_muscle
poly_c_hvs2	305	2089	1188	0	0	SRR27179092	skeletal_muscle
poly_c_hvs2	306	2095	1196	0	0	SRR27179092	skeletal_muscle
poly_c_hvs2	307	2090	1124	2	0	SRR27179092	skeletal_muscle
poly_c_hvs2	308	2080	1060	1	0	SRR27179092	skeletal_muscle
poly_c_hvs2	309	2108	999	4	79	SRR27179092	skeletal_muscle
poly_c_hvs2	310	2326	623	15	109	SRR27179092	skeletal_muscle
poly_c_hvs2	311	2155	839	0	6	SRR27179092	skeletal_muscle
poly_c_hvs2	312	2132	978	0	1	SRR27179092	skeletal_muscle
poly_c_hvs2	313	2154	1069	0	0	SRR27179092	skeletal_muscle
poly_c_hvs2	314	2137	1083	0	1	SRR27179092	skeletal_muscle
poly_c_hvs2	315	2135	1072	0	4	SRR27179092	skeletal_muscle
poly_c_hvs1	16180	15	6486	0	0	SRR27179092	skeletal_muscle
poly_c_hvs1	16181	14	6442	0	1	SRR27179092	skeletal_muscle
poly_c_hvs1	16182	14	6238	0	1	SRR27179092	skeletal_muscle
poly_c_hvs1	16183	14	5962	0	5	SRR27179092	skeletal_muscle
poly_c_hvs1	16184	15	6458	0	5	SRR27179092	skeletal_muscle
poly_c_hvs1	16185	14	6279	0	2	SRR27179092	skeletal_muscle
poly_c_hvs1	16186	15	6325	0	1	SRR27179092	skeletal_muscle
poly_c_hvs1	16187	17	6276	0	3	SRR27179092	skeletal_muscle
poly_c_hvs1	16188	17	6031	0	4	SRR27179092	skeletal_muscle
poly_c_hvs1	16189	16	5696	0	8	SRR27179092	skeletal_muscle
poly_c_hvs1	16190	16	5916	0	5	SRR27179092	skeletal_muscle
poly_c_hvs1	16191	16	5915	0	2	SRR27179092	skeletal_muscle
poly_c_hvs1	16192	17	5957	0	1	SRR27179092	skeletal_muscle
poly_c_hvs1	16193	16	6110	0	0	SRR27179092	skeletal_muscle
poly_c_hvs1	16194	16	5850	0	1	SRR27179092	skeletal_muscle
poly_c_hvs1	16195	16	5842	0	2	SRR27179092	skeletal_muscle
rnr2_control	2000	27	7797	0	0	SRR27179092	skeletal_muscle
rnr2_control	2001	23	6274	0	1	SRR27179092	skeletal_muscle
rnr2_control	2002	17	6427	0	0	SRR27179092	skeletal_muscle
rnr2_control	2003	16	4112	0	0	SRR27179092	skeletal_muscle
rnr2_control	2004	13	3290	0	0	SRR27179092	skeletal_muscle
rnr2_control	2005	11	3823	0	0	SRR27179092	skeletal_muscle
rnr2_control	2006	10	6285	0	1	SRR27179092	skeletal_muscle
rnr2_control	2007	15	7001	0	1	SRR27179092	skeletal_muscle
rnr2_control	2008	15	7397	0	4	SRR27179092	skeletal_muscle
rnr2_control	2009	16	7473	0	2	SRR27179092	skeletal_muscle
rnr2_control	2010	16	7500	0	1	SRR27179092	skeletal_muscle
rnr2_control	2011	16	7502	0	2	SRR27179092	skeletal_muscle
rnr2_control	2012	16	7478	0	2	SRR27179092	skeletal_muscle
rnr2_control	2013	16	7399	0	1	SRR27179092	skeletal_muscle
rnr2_control	2014	16	7498	0	2	SRR27179092	skeletal_muscle
rnr2_control	2015	16	7466	0	3	SRR27179092	skeletal_muscle
co1_control	6000	4	7032	0	1	SRR27179092	skeletal_muscle
co1_control	6001	4	6961	0	0	SRR27179092	skeletal_muscle
co1_control	6002	4	6888	0	1	SRR27179092	skeletal_muscle
co1_control	6003	4	6922	0	0	SRR27179092	skeletal_muscle
co1_control	6004	5	6836	0	0	SRR27179092	skeletal_muscle
co1_control	6005	4	6779	0	1	SRR27179092	skeletal_muscle
co1_control	6006	4	6558	0	1	SRR27179092	skeletal_muscle
co1_control	6007	4	6836	0	1	SRR27179092	skeletal_muscle
co1_control	6008	5	7013	0	0	SRR27179092	skeletal_muscle
co1_control	6009	5	6768	0	1	SRR27179092	skeletal_muscle
co1_control	6010	6	6441	0	0	SRR27179092	skeletal_muscle
co1_control	6011	7	5748	0	0	SRR27179092	skeletal_muscle
co1_control	6012	7	7077	0	0	SRR27179092	skeletal_muscle
co1_control	6013	8	7620	0	0	SRR27179092	skeletal_muscle
co1_control	6014	8	7736	0	0	SRR27179092	skeletal_muscle
co1_control	6015	8	7715	0	1	SRR27179092	skeletal_muscle
poly_c_hvs2	303	1317	1023	0	1	SRR27179148	skeletal_muscle
poly_c_hvs2	304	1331	1069	0	0	SRR27179148	skeletal_muscle
poly_c_hvs2	305	1328	1112	0	1	SRR27179148	skeletal_muscle
poly_c_hvs2	306	1323	1125	0	0	SRR27179148	skeletal_muscle
poly_c_hvs2	307	1323	1108	0	1	SRR27179148	skeletal_muscle
poly_c_hvs2	308	1323	1055	0	0	SRR27179148	skeletal_muscle
poly_c_hvs2	309	1316	1026	4	116	SRR27179148	skeletal_muscle
poly_c_hvs2	310	1416	740	330	68	SRR27179148	skeletal_muscle
poly_c_hvs2	311	1406	719	3	297	SRR27179148	skeletal_muscle
poly_c_hvs2	312	1384	885	2	17	SRR27179148	skeletal_muscle
poly_c_hvs2	313	1383	962	0	0	SRR27179148	skeletal_muscle
poly_c_hvs2	314	1372	991	1	0	SRR27179148	skeletal_muscle
poly_c_hvs2	315	1381	990	0	0	SRR27179148	skeletal_muscle
poly_c_hvs1	16180	13	6963	0	0	SRR27179148	skeletal_muscle
poly_c_hvs1	16181	14	6737	0	0	SRR27179148	skeletal_muscle
poly_c_hvs1	16182	12	6457	0	1	SRR27179148	skeletal_muscle
poly_c_hvs1	16183	13	6074	0	9	SRR27179148	skeletal_muscle
poly_c_hvs1	16184	13	6975	0	0	SRR27179148	skeletal_muscle
poly_c_hvs1	16185	13	6764	0	2	SRR27179148	skeletal_muscle
poly_c_hvs1	16186	14	6665	0	1	SRR27179148	skeletal_muscle
poly_c_hvs1	16187	14	6575	0	5	SRR27179148	skeletal_muscle
poly_c_hvs1	16188	14	6146	0	2	SRR27179148	skeletal_muscle
poly_c_hvs1	16189	13	5579	0	15	SRR27179148	skeletal_muscle
poly_c_hvs1	16190	14	5740	0	2	SRR27179148	skeletal_muscle
poly_c_hvs1	16191	14	5662	0	0	SRR27179148	skeletal_muscle
poly_c_hvs1	16192	14	5436	0	41	SRR27179148	skeletal_muscle
poly_c_hvs1	16193	14	6036	0	0	SRR27179148	skeletal_muscle
poly_c_hvs1	16194	12	5595	0	7	SRR27179148	skeletal_muscle
poly_c_hvs1	16195	13	5935	0	1	SRR27179148	skeletal_muscle
rnr2_control	2000	29	7891	0	0	SRR27179148	skeletal_muscle
rnr2_control	2001	25	6669	0	0	SRR27179148	skeletal_muscle
rnr2_control	2002	20	4503	0	0	SRR27179148	skeletal_muscle
rnr2_control	2003	22	2057	0	0	SRR27179148	skeletal_muscle
rnr2_control	2004	11	3612	0	0	SRR27179148	skeletal_muscle
rnr2_control	2005	8	4431	0	1	SRR27179148	skeletal_muscle
rnr2_control	2006	9	6008	0	0	SRR27179148	skeletal_muscle
rnr2_control	2007	10	6944	0	0	SRR27179148	skeletal_muscle
rnr2_control	2008	10	7489	0	2	SRR27179148	skeletal_muscle
rnr2_control	2009	12	7520	0	4	SRR27179148	skeletal_muscle
rnr2_control	2010	12	7476	0	3	SRR27179148	skeletal_muscle
rnr2_control	2011	12	7536	0	1	SRR27179148	skeletal_muscle
rnr2_control	2012	12	7478	0	0	SRR27179148	skeletal_muscle
rnr2_control	2013	10	7340	0	2	SRR27179148	skeletal_muscle
rnr2_control	2014	10	7411	0	1	SRR27179148	skeletal_muscle
rnr2_control	2015	12	7504	0	3	SRR27179148	skeletal_muscle
co1_control	6000	15	4295	0	0	SRR27179148	skeletal_muscle
co1_control	6001	15	4266	0	0	SRR27179148	skeletal_muscle
co1_control	6002	15	4253	0	1	SRR27179148	skeletal_muscle
co1_control	6003	15	4265	0	1	SRR27179148	skeletal_muscle
co1_control	6004	15	4145	0	0	SRR27179148	skeletal_muscle
co1_control	6005	14	4211	0	2	SRR27179148	skeletal_muscle
co1_control	6006	15	4175	0	0	SRR27179148	skeletal_muscle
co1_control	6007	15	4140	0	1	SRR27179148	skeletal_muscle
co1_control	6008	15	4514	0	3	SRR27179148	skeletal_muscle
co1_control	6009	15	4516	0	0	SRR27179148	skeletal_muscle
co1_control	6010	15	4220	0	2	SRR27179148	skeletal_muscle
co1_control	6011	15	4058	0	0	SRR27179148	skeletal_muscle
co1_control	6012	15	3668	0	1	SRR27179148	skeletal_muscle
co1_control	6013	15	3505	0	2	SRR27179148	skeletal_muscle
co1_control	6014	14	3520	0	0	SRR27179148	skeletal_muscle
co1_control	6015	15	3571	0	0	SRR27179148	skeletal_muscle
poly_c_hvs2	303	1617	909	0	6	SRR27179090	skeletal_muscle
